"tmax","tmin","streamflow","snowpack","precip","direct_solar","diffuse_solar","plant_carbon","NPP","transpiration","evaporation","day","month","year","wy","yd"
8.856307,-2.284903,0,0,0,2986.070056,4594.143619,0.282215,0,0,0.000207,6,11,1955,1956,310
15.997569,2.160597,0,0,0,5464.748434,5013.235446,0.282104,0,0,0,7,11,1955,1956,311
17.016438,3.147498,0,0,0,4838.000112,4669.379078,0.281994,0,0,0,8,11,1955,1956,312
17.530462,4.134399,0,0,0,4409.054863,4634.381198,0.281875,0,0,0,9,11,1955,1956,313
18.549331,5.1213,0,0,0,4437.737682,4637.348562,0.281747,0,0,0,10,11,1955,1956,314
19.054176,4.623404,0,0,0,5357.84566,4687.202763,0.28161,0,0,0,11,11,1955,1956,315
18.549331,3.636503,0,0,0,5808.986158,4683.521904,0.281462,0,0,0,12,11,1955,1956,316
16.511593,3.147498,0,0,0,4380.422597,4631.325014,0.281303,0,0,0,13,11,1955,1956,317
16.511593,1.662701,0,0,0,5749.008294,4684.956856,0.281137,0,0,0,14,11,1955,1956,318
11.922093,-1.795898,0,0,0,4700.054467,4660.257531,0.280965,0,0,0,15,11,1955,1956,319
9.875176,-1.298002,0,0,0,2206.085673,3838.008448,0.28079,0,0,0,16,11,1955,1956,320
10.903224,-1.298002,0,0,0,2921.843456,4106.606788,0.28062,0,0,0,17,11,1955,1956,321
13.445807,1.173696,0,0,0,2974.547523,4121.795857,0.280455,0,0,0,18,11,1955,1956,322
12.940962,0.177904,0,0,0,3350.038273,4215.063521,0.280294,0,0,0,19,11,1955,1956,323
10.903224,-3.7697,0,0,0,4939.831282,4387.00372,0.280131,0,0,0,20,11,1955,1956,324
3.761962,-4.756601,0,0,0,850.230445,2784.015173,0.27997,0,0,0,21,11,1955,1956,325
8.856307,-3.7697,0,0,0,3243.451065,4191.122911,0.279814,0,0,0,22,11,1955,1956,326
15.492724,1.662701,0,0,0,4218.812082,4347.059303,0.27967,0,0,0,23,11,1955,1956,327
17.016438,2.160597,0,0,0,4446.599127,4050.482924,0.279531,0,0,0,24,11,1955,1956,328
15.492724,1.662701,0,0,0,3647.608569,3986.409732,0.279387,0,0,0,25,11,1955,1956,329
14.9787,1.173696,0,0,0,3628.585197,3983.910146,0.279237,0,0,0,26,11,1955,1956,330
13.959831,1.662701,0,0,0,2546.54174,3744.58968,0.279082,0,0,0,27,11,1955,1956,331
16.511593,2.649602,0,0,0,3671.955385,3989.536135,0.278925,0,0,0,28,11,1955,1956,332
15.997569,1.662701,0,0,0,4036.777573,4027.108789,0.278766,0,0,0,29,11,1955,1956,333
14.9787,2.160597,0,0,0,2904.108494,3847.320143,0.278602,0,0,0,30,11,1955,1956,334
15.492724,2.160597,0,0,0,3290.60935,3946.933831,0.278255,-0.00018,0,0,1,12,1955,1956,335
14.9787,2.160597,0,0,0,2673.546977,3692.998476,0.277918,-0.000168,2e-06,0.000413,2,12,1955,1956,336
15.492724,1.662701,0,0,0,3380.759029,3844.735577,0.277576,-0.000149,4e-06,0.000749,3,12,1955,1956,337
12.940962,1.662701,0,0,0,1736.740588,3313.822505,0.277257,-0.000139,4e-06,0.000628,4,12,1955,1956,338
12.426938,1.173696,0,0,0,1723.180643,3306.241126,0.276966,-0.000132,5e-06,0.000604,5,12,1955,1956,339
2.456431,-2.635501,0,0.003206,0.013,68.282143,847.381985,0.276652,-0.000169,0,1.5e-05,6,12,1955,1956,340
-1.1142,-7.081001,0,0.060914,0.058,38.779068,642.548987,0.276351,-0.000166,0,1.8e-05,7,12,1955,1956,341
0.191331,-10.189002,0,0.060789,0,1286.680742,3016.196425,0.276003,-0.000163,0,0.000142,8,12,1955,1956,342
-0.827538,-10.189002,0,0.060678,0,869.773465,2623.944091,0.27568,-0.00016,0,0.00012,9,12,1955,1956,343
5.285676,-8.2152,0,0.060417,0,2871.857701,3606.205255,0.275414,-0.000137,1e-06,0.000274,10,12,1955,1956,344
7.837438,-3.271804,0,0.060204,0,1477.025131,3055.162387,0.275189,-0.000107,6e-06,0.000226,11,12,1955,1956,345
11.408069,-0.311101,0,0.059935,0,1790.120261,3233.315675,0.274997,-7.4e-05,1.1e-05,0.000283,12,12,1955,1956,346
10.3892,0.6758,0,0.05187,0,887.070073,2566.88421,0.274809,-7.1e-05,1e-05,0,13,12,1955,1956,347
12.940962,1.662701,0,0.041048,0,1560.527653,3106.924786,0.274648,-4.1e-05,1.4e-05,0,14,12,1955,1956,348
12.940962,-0.311101,0,0.028981,0,2707.92338,3567.820786,0.274485,-3.8e-05,1.6e-05,0,15,12,1955,1956,349
10.3892,-0.808997,0,0.020183,0,1520.655939,3082.627311,0.274303,-5.2e-05,1.2e-05,0,16,12,1955,1956,350
11.922093,-0.808997,0,0.011667,0,2377.007025,3472.990226,0.274137,-3.2e-05,1.6e-05,0,17,12,1955,1956,351
11.408069,-0.808997,0,0.0056,0,1979.955228,3282.90294,0.273973,-2.9e-05,1.6e-05,0,18,12,1955,1956,352
11.408069,-0.808997,0,0.002688,0,1979.955228,3282.90294,0.273814,-2.1e-05,1.7e-05,0,19,12,1955,1956,353
9.875176,-1.795898,0,0.00129,0,1684.330711,3141.908112,0.273643,-3.2e-05,1.5e-05,0,20,12,1955,1956,354
9.370331,-2.782799,0,0.000619,0,1944.099615,3267.443647,0.273468,-3.3e-05,1.5e-05,0,21,12,1955,1956,355
9.370331,-2.782799,0,0.000297,0,1944.099615,3267.443647,0.273299,-2.7e-05,1.5e-05,0,22,12,1955,1956,356
4.266807,-5.254497,0,0.000143,0,773.627001,2415.849712,0.273083,-7.8e-05,2e-06,0,23,12,1955,1956,357
7.332593,-3.271804,0,0,0,1180.319639,2811.693741,0.272911,-3.6e-05,1e-05,0,24,12,1955,1956,358
10.3892,-1.298002,0,0,0,1692.712024,3146.359759,0.272791,8e-06,1.8e-05,0.000797,25,12,1955,1956,359
11.922093,-0.311101,0,0,0,1989.050195,3286.757794,0.272702,3.6e-05,2.2e-05,0.000646,26,12,1955,1956,360
14.9787,0.6758,0,0,0,3298.530953,3628.723114,0.272651,7.3e-05,3.2e-05,0.000767,27,12,1955,1956,361
15.997569,2.160597,0,0,0,2982.923746,3578.04626,0.272612,8.7e-05,3.5e-05,0.000767,28,12,1955,1956,362
15.997569,2.649602,0,0,0,2662.937941,3508.621824,0.272578,9.5e-05,3.5e-05,0.000749,29,12,1955,1956,363
14.9787,1.662701,0,0,0,2642.479364,3503.493591,0.27254,9.6e-05,3.3e-05,0.000732,30,12,1955,1956,364
14.9787,1.662701,0,0,0,2642.479364,3503.493591,0.272506,0.000103,3.4e-05,0.000732,31,12,1955,1956,365
11.408069,-0.311101,0,0,0,1790.120261,3233.315675,0.272433,6.6e-05,2.4e-05,0.00062,1,1,1956,1956,1
11.922093,-1.298002,0,0,0,2687.122445,3562.566394,0.272368,7.5e-05,2.7e-05,0.000679,2,1,1956,1956,2
8.856307,-2.284903,0,0,0,1492.623537,3065.088913,0.272266,3.4e-05,1.9e-05,0.000561,3,1,1956,1956,3
9.370331,-2.284903,0,0,0,1755.792731,3215.783411,0.27218,4.6e-05,2.1e-05,0.000586,4,1,1956,1956,4
6.818569,-3.271804,0,0,0,1028.676549,2708.280499,0.27207,1.5e-05,1.1e-05,0.000495,5,1,1956,1956,5
-1.1142,-5.596204,0,0.004707,0.005,31.560994,566.513536,0.271856,-9.4e-05,0,4.2e-05,6,1,1956,1956,6
2.229069,-5.743502,0,0.00464,0,397.179205,1860.004279,0.271657,-8.7e-05,0,0.000106,7,1,1956,1956,7
3.761962,-6.241398,0,0.004501,0,1120.716302,2876.968697,0.271528,-4.5e-05,2e-06,0.00015,8,1,1956,1956,8
1.2102,-7.228299,0,0.004403,0,577.308692,2234.42423,0.271352,-8e-05,0,0.000108,9,1,1956,1956,9
-3.151938,-11.526501,0,0.007243,0.003,559.921105,2206.703984,0.271187,-7.5e-05,0,0.000168,10,1,1956,1956,10
6.313724,-9.202101,0,0.006869,0,4651.331938,3935.914097,0.271169,6e-06,6e-06,0.000389,11,1,1956,1956,11
8.351462,-2.782799,0,0.006624,0,1659.478627,3269.603095,0.27117,7.2e-05,2.1e-05,0.000258,12,1,1956,1956,12
2.961276,-4.120298,0,0.009445,0.005,280.930172,1641.959733,0.271029,-7e-05,0,0.000162,13,1,1956,1956,13
2.961276,-1.6486,0,0.044516,0.09,12.397678,363.701696,0.270977,0,2e-06,4.3e-05,14,1,1956,1956,14
-0.600176,-8.067902,0,0.058632,0.015,350.493342,1810.021335,0.27084,-6.1e-05,0,7.5e-05,15,1,1956,1956,15
2.743093,-6.241398,0,0.058526,0,837.763643,2650.076574,0.270695,-5.7e-05,0,0.000115,16,1,1956,1956,16
6.818569,-5.254497,0,0.058299,0,2410.701038,3711.827741,0.270708,5.9e-05,1.2e-05,0.000241,17,1,1956,1956,17
8.351462,-3.271804,0,0.050193,0,2125.606896,3597.644046,0.270723,9.4e-05,2.2e-05,0,18,1,1956,1956,18
10.3892,-3.271804,0,0.03905,0,3536.777674,3987.935475,0.270771,0.000128,3e-05,0,19,1,1956,1956,19
8.351462,-2.782799,0,0.030619,0,1835.887935,3456.069673,0.270793,0.000104,2.2e-05,0,20,1,1956,1956,20
6.027062,-4.609303,0,0.023996,0.016,1563.944527,3294.212873,0.270772,6.5e-05,9e-06,3.5e-05,21,1,1956,1956,21
-3.665962,-11.526501,0,0.055386,0.032,152.622956,1271.794188,0.270642,-4.3e-05,0,5.8e-05,22,1,1956,1956,22
0.696176,-8.713096,0,0.055279,0,998.382184,2828.912956,0.270518,-3.7e-05,0,0.000136,23,1,1956,1956,23
1.724224,-7.228299,0,0.055148,0,1025.493553,2998.482356,0.270406,-3.4e-05,0,0.00014,24,1,1956,1956,24
0.191331,-9.202101,0,0.055,0,1220.006295,3193.75153,0.270303,-3e-05,0,0.000156,25,1,1956,1956,25
2.743093,-9.202101,0,0.054741,0,2748.201245,4067.835723,0.270205,-2.7e-05,0,0.000271,26,1,1956,1956,26
-0.600176,-10.041704,0,0.097612,0.043,423.782233,2095.948197,0.270116,-2.3e-05,0,0.000138,27,1,1956,1956,27
-1.628224,-16.958902,0,0.1044,0.007,5539.003806,4404.459,0.270031,-2.2e-05,0,0.000224,28,1,1956,1956,28
-7.236593,-16.469897,0,0.105296,0.001,1146.936756,3123.987764,0.269956,-1.4e-05,0,0.000111,29,1,1956,1956,29
1.2102,-12.6607,0,0.104981,0,4273.937999,4371.430454,0.269883,-2e-05,0,0.000326,30,1,1956,1956,30
1.2102,-11.175903,0,0.104692,0,3075.026011,4165.488674,0.269817,-2e-05,0,0.000301,31,1,1956,1956,31
0.696176,-11.175903,0,0.104377,0,3100.686001,4364.783115,0.269753,-2e-05,0,0.000325,1,2,1956,1956,32
1.2102,-6.730403,0,0.104206,0,806.393013,2828.682866,0.269688,-2.2e-05,0,0.00018,2,2,1956,1956,33
9.370331,-6.730403,0,0.103537,0,6885.489424,4588.262852,0.269627,-1.9e-05,0,0.000686,3,2,1956,1956,34
0.696176,-9.202101,0,0.103267,0,1736.641362,3733.941101,0.269569,-1.6e-05,0,0.00028,4,2,1956,1956,35
8.351462,-8.713096,0,0.102524,0,7754.926425,4478.279532,0.269505,-1.8e-05,0,0.000761,5,2,1956,1956,36
6.818569,-6.730403,0,0.101958,0,4524.55899,4625.151347,0.269441,-1.8e-05,0,0.000581,6,2,1956,1956,37
8.351462,-4.267596,0,0.101408,0,3711.406084,4512.280988,0.269373,-2e-05,0,0.000565,7,2,1956,1956,38
9.370331,-1.298002,0,0.100962,0,2220.87621,4019.842298,0.269292,-3.1e-05,0,0.00046,8,2,1956,1956,39
3.989324,-1.6486,0,0.111598,0.035,100.698321,1156.569579,0.268894,-0.000344,0,3.6e-05,9,2,1956,1956,40
1.437562,-6.0941,0,0.125708,0.016,819.731563,2976.197073,0.268504,-0.00033,0,9.9e-05,10,2,1956,1956,41
5.008193,-6.0941,0,0.127196,0.003,2940.297207,4560.471083,0.268128,-0.000315,0,0.000284,11,2,1956,1956,42
5.008193,-0.661699,0,0.128338,0.009,296.816385,1921.395475,0.267751,-0.000316,0,9.8e-05,12,2,1956,1956,43
12.426938,1.662701,0,0.127942,0,2675.629457,4455.931356,0.267387,-0.000302,0,0.00041,13,2,1956,1956,44
14.9787,2.649602,0,0.127398,0,3993.854147,4843.579656,0.267027,-0.000295,0,0.000561,14,2,1956,1956,45
12.426938,2.160597,0,0.109408,0,2308.583453,4281.837972,0.266671,-0.000283,0,0,15,2,1956,1956,46
13.959831,2.649602,0,0.088244,0,3108.982629,4619.138619,0.266314,-0.000275,0,0,16,2,1956,1956,47
15.492724,2.649602,0,0.069217,0,5329.079122,5409.465259,0.266633,8.6e-05,5.6e-05,3.6e-05,17,2,1956,1956,48
12.940962,1.662701,0,0.053169,0,3754.603588,5147.861653,0.266847,7.3e-05,4.5e-05,0,18,2,1956,1956,49
13.445807,0.6758,0,0.041157,0,5251.579882,5402.965017,0.267017,0.000231,0.00011,2e-06,19,2,1956,1956,50
10.3892,-1.795898,0,0.03048,0,4643.781645,5331.23977,0.267021,0.000118,8.4e-05,0,20,2,1956,1956,51
10.3892,-1.795898,0,0.020081,0,4643.781645,5331.23977,0.267037,0.000135,8.7e-05,0,21,2,1956,1956,52
5.285676,-2.782799,0,0.014659,0,1350.022536,3809.907135,0.266919,2e-06,2.3e-05,0,22,2,1956,1956,53
3.989324,-3.133397,0,0.010222,0.002,896.480883,3255.780189,0.266778,-2e-05,1.2e-05,3.9e-05,23,2,1956,1956,54
6.531907,-3.622402,0,0.00926,0.073,1118.375086,3550.617804,0.266709,5.1e-05,3.6e-05,3.9e-05,24,2,1956,1956,55
2.456431,-2.635501,0,0.012255,0.033,150.334066,1540.661044,0.266468,-0.000128,2e-06,8.8e-05,25,2,1956,1956,56
1.942407,-1.6486,0,0.012743,0.032,46.917838,873.162035,0.266336,-5.2e-05,2e-06,3.9e-05,26,2,1956,1956,57
11.922093,0.6758,0,0.00627,0,4446.171685,5695.734829,0.266552,0.000322,0.000115,0,27,2,1956,1956,58
10.3892,0.177904,0,0.002006,0,3407.54046,5391.745416,0.266721,0.000272,9.6e-05,0,28,2,1956,1956,59
10.903224,1.662701,0,0.000642,0,2553.38926,4992.050935,0.266937,0.000325,9.6e-05,0,29,2,1956,1956,60
3.989324,-2.146496,0,0.004501,0.039,274.870607,2029.959322,0.2669,7.6e-05,1.2e-05,4e-05,1,3,1956,1956,61
2.456431,-3.133397,0,0.004103,0.007,520.457061,2705.467795,0.26679,7e-06,4e-06,0.000128,2,3,1956,1956,62
4.494169,-5.107199,0,0.001814,0.003,2814.292238,5077.553245,0.266763,8.4e-05,1.6e-05,0.000128,3,3,1956,1956,63
6.531907,-5.107199,0,0.000674,0.001,5575.866318,6209.638702,0.266809,0.000154,4.4e-05,4e-05,4,3,1956,1956,64
5.513038,-4.120298,0,0.000556,0.003,3383.783867,5641.769815,0.266854,0.00015,3.1e-05,4e-05,5,3,1956,1956,65
4.494169,-0.163803,0,0.000461,0.007,379.365399,2455.108826,0.266923,0.00017,1.8e-05,4e-05,6,3,1956,1956,66
12.426938,1.662701,0,0.000148,0,4564.18891,6024.298546,0.267305,0.000482,0.00013,0,7,3,1956,1956,67
17.016438,1.662701,0,0,0,10308.023455,6085.9695,0.267843,0.000635,0.000216,0,8,3,1956,1956,68
10.616562,-2.146496,0,0,0.009,6966.920079,6313.337537,0.268112,0.000373,0,4e-05,9,3,1956,1956,69
0.418693,-6.591996,0,0.017226,0.019,1343.489893,4181.845789,0.267968,-3.1e-05,0,8.9e-05,10,3,1956,1956,70
6.818569,-3.7697,0,0.016838,0,4370.308103,5975.42158,0.268118,0.000232,5.4e-05,0.000401,11,3,1956,1956,71
9.875176,-2.782799,0,0.007459,0,7716.330758,6773.13631,0.268351,0.000339,0.000113,0,12,3,1956,1956,72
0.418693,-8.565798,0,0.011783,0.007,3264.032958,5875.064678,0.268218,-2.9e-05,0,8.9e-05,13,3,1956,1956,73
2.743093,-5.743502,0,0.011503,0,2791.924693,5616.674361,0.268128,5e-06,2e-06,0.00029,14,3,1956,1956,74
8.856307,-2.782799,0,0.010957,0,6349.065079,6699.392183,0.268365,0.000307,9.8e-05,0.00056,15,3,1956,1956,75
4.494169,-6.0941,0,0.022075,0.04,2319.720641,5298.979779,0.268409,0.000135,1.3e-05,0.000129,16,3,1956,1956,76
-1.1142,-10.041704,0,0.01996,0.003,3208.062484,5847.081798,0.26829,-2.7e-05,0,8.9e-05,17,3,1956,1956,77
3.247938,-3.7697,0,0.019716,0,1630.510429,4686.962289,0.26835,0.000123,9e-06,0.000252,18,3,1956,1956,78
6.313724,-2.782799,0,0.019315,0,3375.496456,5928.854416,0.268499,0.000232,4.7e-05,0.000413,19,3,1956,1956,79
8.856307,-1.298002,0,0.010163,0,5148.124002,6853.927288,0.268746,0.000327,9.4e-05,0,20,3,1956,1956,80
7.045931,-2.635501,0,0.003266,0.001,4566.518722,6690.754139,0.268919,0.000254,6.1e-05,4e-05,21,3,1956,1956,81
2.743093,-7.717304,0,0.001045,0,5539.870703,6942.312149,0.268806,-2.9e-05,0,0,22,3,1956,1956,82
3.247938,-6.730403,0,0.000625,0,4928.228318,6796.991754,0.268747,1.8e-05,2e-06,0.000431,23,3,1956,1956,83
7.837438,-2.782799,0,2e-04,0,5748.87038,6983.122061,0.268963,0.000277,8e-05,0.000438,24,3,1956,1956,84
10.903224,0.6758,0,0,0,5240.653329,6876.267186,0.269314,0.00043,0.000115,0,25,3,1956,1956,85
12.940962,1.173696,0,0,0,7324.577569,7171.423843,0.269755,0.000521,0.000148,0.001097,26,3,1956,1956,86
10.3892,1.173696,0,0,0,4023.937545,6498.337979,0.270085,0.000415,0.000103,0.000725,27,3,1956,1956,87
12.940962,1.662701,0,0,0,7400.640393,7591.534767,0.270627,0.000633,0.000168,0.000942,28,3,1956,1956,88
12.426938,3.147498,0,0,0,4640.747241,7043.180354,0.271168,0.000635,0.000144,0.000808,29,3,1956,1956,89
4.494169,-5.596204,0,0.000919,0.005,5700.510461,7339.547512,0.271247,0.000178,1.9e-05,0.000129,30,3,1956,1956,90
6.313724,-1.795898,0,0.000294,0,3290.737433,6437.322639,0.271436,0.000292,5.6e-05,0,31,3,1956,1956,91
9.875176,-2.284903,0,0,0,8615.231375,7532.757363,0.271749,0.000417,0.00013,0,1,4,1956,1956,92
5.285676,-2.782799,0,0,0,3199.091726,6316.795002,0.271892,0.000246,3.7e-05,0.00078,2,4,1956,1956,93
10.903224,-1.795898,0,0,0,9446.436756,7516.481212,0.272256,0.000469,0.000146,0.00097,3,4,1956,1956,94
13.445807,1.662701,0,0,0,8042.408318,7522.362961,0.272804,0.00065,0.000178,0.000982,4,4,1956,1956,95
15.492724,2.649602,0,0,0,10558.03681,7888.238293,0.273439,0.000738,0.000218,0.00109,5,4,1956,1956,96
15.492724,1.173696,0,0,0,12983.506386,7612.192974,0.274045,0.000713,0.000227,0.001169,6,4,1956,1956,97
11.922093,-1.795898,0,0,0,12000.171985,7749.067456,0.274448,0.000513,0.000167,0.001045,7,4,1956,1956,98
10.3892,-0.311101,0,0,0,7136.332909,7831.868972,0.274806,0.000471,0.000131,0.000853,8,4,1956,1956,99
13.445807,0.6758,0,0,0,10437.68338,7896.169567,0.275329,0.000633,0.000186,0.001037,9,4,1956,1956,100
12.940962,0.6758,0,0,0,9610.393262,7933.58388,0.275832,0.00061,0.000176,0.000997,10,4,1956,1956,101
12.940962,0.177904,0,0,0,10426.249872,7896.891411,0.276327,6e-04,0.000179,0.001024,11,4,1956,1956,102
11.408069,-0.311101,0,0,0,8727.594017,7937.449553,0.276739,0.000513,0.000143,0.00076,12,4,1956,1956,103
10.3892,0.177904,0,0,0,7039.795511,8193.698012,0.277115,0.000474,0.000115,0.000574,13,4,1956,1956,104
11.121407,-1.150704,0,0,0.005,10459.925133,8347.394855,0.2775,0.000479,0,4e-05,14,4,1956,1956,105
6.027062,-3.133397,0,0.00022,0.003,5472.042986,7850.270795,0.277673,0.000263,5e-05,4e-05,15,4,1956,1956,106
9.370331,-1.298002,0,0,0,7766.048525,8284.618752,0.277973,0.000411,0.00012,0,16,4,1956,1956,107
5.285676,0.177904,0,0,0,1251.134222,4839.384544,0.278138,0.00028,3.5e-05,0.000591,17,4,1956,1956,108
2.961276,-5.107199,0,0.031081,0.08,1945.235276,5747.021115,0.278102,7.8e-05,5e-06,0.000129,18,4,1956,1956,109
2.456431,-7.578897,0,0.032336,0.007,6766.761267,8149.395235,0.277962,-3.1e-05,0,0.000129,19,4,1956,1956,110
1.942407,-5.596204,0,0.049693,0.022,3402.560711,6945.864323,0.277814,-3e-05,0,0.000381,20,4,1956,1956,111
-0.600176,-5.107199,0,0.056303,0.007,1026.793708,4589.457278,0.277674,-2.9e-05,0,0.000259,21,4,1956,1956,112
0.923538,-5.107199,0,0.060209,0.005,2159.740645,6160.942431,0.277541,-2.9e-05,0,0.000378,22,4,1956,1956,113
3.761962,-0.808997,0,0.059992,0,1064.711611,4660.04689,0.277789,0.000224,1.8e-05,0.000223,23,4,1956,1956,114
4.780831,0.6758,0,0.059781,0,806.908248,4139.133244,0.277972,0.000273,2.7e-05,0.000217,24,4,1956,1956,115
10.903224,0.177904,0,0.045204,0,8519.086115,8723.613489,0.27839,0.000507,0.000142,0,25,4,1956,1956,116
11.408069,0.177904,0,0.029867,0,9396.81435,8769.424592,0.278831,0.00053,0.000152,0,26,4,1956,1956,117
13.445807,1.173696,0,0.012888,0,11263.94193,8742.076526,0.279381,0.000644,0.000188,0,27,4,1956,1956,118
15.997569,2.649602,0,0.004124,0,13224.917937,8566.220932,0.280039,0.000756,0.000235,0,28,4,1956,1956,119
15.997569,3.147498,0,0.00132,0,12818.6664,8881.148524,0.280698,0.000764,0.000233,0,29,4,1956,1956,120
15.492724,2.649602,0,0.000422,0,12805.661942,8882.392491,0.281323,0.000737,0.000225,0,30,4,1956,1956,121
14.9787,1.173696,0,0.000135,0,14378.484858,8530.882454,0.281894,0.000694,0.000222,0,1,5,1956,1956,122
13.959831,1.662701,0,0,0,11607.001606,8826.588473,0.282431,0.000666,0.000197,0,2,5,1956,1956,123
7.837438,-0.311101,0,0,0,4725.589608,7935.15519,0.282663,0.000365,9e-05,0.000824,3,5,1956,1956,124
14.464676,0.177904,0,0,0,15251.147255,8390.773116,0.283186,0.000659,0.000216,0.001141,4,5,1956,1956,125
17.530462,4.623404,0,0,0,12729.896242,8736.62475,0.283862,0.000808,0.000255,0.00114,5,5,1956,1956,126
18.549331,5.1213,0,0,0,13688.679186,8626.844458,0.284548,0.000819,0.000272,0.001194,6,5,1956,1956,127
18.035307,4.623404,0,0,0,14472.239806,8975.644299,0.285221,0.000811,0.000268,0.001181,7,5,1956,1956,128
11.408069,0.6758,0,0,0,9390.192466,9224.108324,0.285612,0.000533,0.000151,0.000877,8,5,1956,1956,129
4.494169,-1.6486,0,0,0.001,2604.136384,6809.40579,0.285699,0.00023,2.7e-05,4e-05,9,5,1956,1956,130
5.7997,0.177904,0,0,0,2096.878253,6296.902497,0.285858,0.000296,4.7e-05,0.000628,10,5,1956,1956,131
1.437562,-1.6486,0,0.001131,0.007,470.781833,3350.385707,0.285792,6.6e-05,2e-06,0.000129,11,5,1956,1956,132
0.923538,-2.146496,0,0.002904,0.01,464.63827,3330.277611,0.285632,-3.5e-05,0,0.000129,12,5,1956,1956,133
2.961276,-1.150704,0,0.001124,0.002,965.614834,4609.05219,0.285725,0.000189,1e-05,4e-05,13,5,1956,1956,134
4.494169,-2.635501,0,0.003092,0.025,3728.811331,7657.989244,0.285817,0.000222,2.7e-05,4e-05,14,5,1956,1956,135
1.942407,-5.107199,0,0.013115,0.023,3814.870175,7852.436333,0.285662,-3.2e-05,0,0.000129,15,5,1956,1956,136
